dialect,wer,cer,bleu,reference,hypothesis,substitutions,deletions,insertions,alignment_viz
SG,71.42857142857143,7.894736842105263,19.070828081828378,Abgestufte Inanspruchnahme von Betriebsmitteln regelt die Zugriffskontrolle., Abgestrafte in Anspruchnahme von Betriebsmitteln regelt der Zugriffskontroller.,4,0,1,"REF:  *****       abgestufte inanspruchnahme von betriebsmitteln regelt die zugriffskontrolle.
HYP:  abgestrafte in         anspruchnahme   von betriebsmitteln regelt der zugriffskontroller.
TYPE: I           S          S               C   C               C      S   S"
SG,71.42857142857143,38.73873873873874,11.72814736928782,"Diese Reise wirkte inspirierend auf ihr künstlerisches Schaffen, besonders widmete sie sich der Porträtmalerei.", Die Reise hat sich inspirierend auf ihr künstliches Schaffen ausgewirkt. Besonders hat sie sich an der Porträtmalerei gewidmet.,6,0,4,"REF:  diese reise ***** wirkte inspirierend auf ihr *****       künstlerisches schaffen,   besonders widmete sie sich ***** der *****          porträtmalerei.
HYP:  die   reise hat   sich   inspirierend auf ihr künstliches schaffen       ausgewirkt. besonders hat     sie sich an    der porträtmalerei gewidmet.
TYPE: S     C     I     S      C            C   C   I           S              S           C         S       C   C    I     C   I              S"
SG,71.42857142857143,47.05882352941176,20.164945583740657,Aber auch auf diesem herrschten unsaubere Zustände., Aber auch auf dem haben unsopere Zustände geherrscht.,4,0,1,"REF:  aber auch auf ***** diesem herrschten unsaubere zustände.
HYP:  aber auch auf dem   haben  unsopere   zustände  geherrscht.
TYPE: C    C    C   I     S      S          S         S"
BE,71.42857142857143,47.82608695652174,12.846189726767717,"Diese wurden bereits in Technicolor gefilmt, als selbst die Serie noch in Schwarz-Weiß lief."," Die sind schon in Technicolor gefilmt worden, wo die Serie selbst noch in schwarz-weiss gelaufen ist.",8,0,2,"REF:  diese wurden bereits in technicolor gefilmt, als     selbst die serie *****  noch in *****         schwarz-weiß lief.
HYP:  die   sind   schon   in technicolor gefilmt  worden, wo     die serie selbst noch in schwarz-weiss gelaufen     ist.
TYPE: S     S      S       C  C           S        S       S      C   C     I      C    C  I             S            S"
ZH,70.0,31.746031746031743,9.425159511373677,In den letzten Jahren gewinnt auch der Fußball an Begeisterung., in der letzten Jahrgewinde und der erste Mal eine Begeisterung.,7,0,0,"REF:  in den letzten jahren      gewinnt auch der   fußball an   begeisterung.
HYP:  in der letzten jahrgewinde und     der  erste mal     eine begeisterung.
TYPE: C  S   C       S           S       S    S     S       S    C"
SO,70.0,64.17910447761194,23.434040928376113,"Wir begrüßen Ihre Absicht, Herr Ratspräsident, für Gent und Laeken."," Herr Ratspräsident, wir begrüssen Ihre Absicht für Gent und Leichen.",3,2,2,"REF:  ***** *****          wir begrüßen  ihre absicht, herr  ratspräsident, für gent und laeken.
HYP:  herr  ratspräsident, wir begrüssen ihre absicht  ***** *****          für gent und leichen.
TYPE: I     I              C   S         C    S        D     D              C   C    C   S"
BL,69.23076923076923,22.916666666666664,19.674979811155634,Laut Bernd Janowski gehört er „zu den Wegbereitern einer Historischen Anthropologie der Antike“., Ludbernd Yonofski hat auch den Weg bereitet von einer historischen Anthropologie der Antike.,9,0,0,"REF:  laut     bernd    janowski gehört er  „zu den      wegbereitern einer historischen anthropologie der antike“.
HYP:  ludbernd yonofski hat      auch   den weg bereitet von          einer historischen anthropologie der antike.
TYPE: S        S        S        S      S   S   S        S            C     C            C             C   S"
BL,69.23076923076923,25.609756097560975,10.29783047769112,Angeblich liegen der Nerv fürs Sehen und der für den Niesreiz dicht nebeneinander., Angeblich liegen die Nerven für das Sehen und das Dornisreis direkt nebeneinander.,6,2,1,"REF:  angeblich liegen ***** der    nerv fürs sehen und der für        den    niesreiz dicht nebeneinander.
HYP:  angeblich liegen die   nerven für  das  sehen und das dornisreis direkt *****    ***** nebeneinander.
TYPE: C         C      I     S      S    S    C     C   S   S          S      D        D     C"
TG,66.66666666666666,20.0,15.133218633429316,Dieses Kräftemessen war eine der Ursachen für die Resignation seines Nachfolgers Burchard., Das Kräftenmessen war eine Ursache für die Resignation von seinem Nachfolger Buchart.,6,1,1,"REF:  dieses kräftemessen  war eine der     ursachen für die resignation ***** seines nachfolgers burchard.
HYP:  das    kräftenmessen war eine ursache *****    für die resignation von   seinem nachfolger  buchart.
TYPE: S      S             C   C    S       D        C   C   C           I     S      S           S"
SG,66.66666666666666,40.0,13.67440667823257,Danach absolvierte er ebendort eine dreijährige Ausbildung zum Volksschullehrer., Nachdem hat er dort eine 3-jährige Ausbildung zum Volksschullehrer absolviert.,5,0,1,"REF:  danach  absolvierte er ebendort eine dreijährige ausbildung zum *****            volksschullehrer.
HYP:  nachdem hat         er dort     eine 3-jährige   ausbildung zum volksschullehrer absolviert.
TYPE: S       S           C  S        C    S           C          C   I                S"
AG,66.66666666666666,22.641509433962266,31.55984539112945,Trockeneis wird überwiegend als Kühlmittel verwendet., Trockenes Eis wird vor allem als Kühlmittel verwendet.,2,0,2,"REF:  *****     trockeneis wird ***** überwiegend als kühlmittel verwendet.
HYP:  trockenes eis        wird vor   allem       als kühlmittel verwendet.
TYPE: I         S          C    I     S           C   C          C"
BL,66.66666666666666,39.473684210526315,16.515821590069034,Die Bemühungen in dieser Sache laufen., Bemühungen in der Sache sind am Laufen.,1,1,2,"REF:  die   bemühungen in dieser sache ***** ***** laufen.
HYP:  ***** bemühungen in der    sache sind  am    laufen.
TYPE: D     C          C  S      C     I     I     C"
SG,66.66666666666666,9.523809523809524,23.643540225079395,Gute Überwachung: Ja!, Gute Überwachung? Ja.,2,0,0,"REF:  gute überwachung: ja!
HYP:  gute überwachung? ja.
TYPE: C    S            S"
BE,66.66666666666666,18.947368421052634,8.953363688807181,"Hochwasser, Dürren und Waldbrände in nie gekanntem Ausmaß richteten europaweit Verwüstungen an.", Hochwassentüren und Wald brennt in nie bekannten Ausmassen richten europaweit Verwürstungen an.,8,0,0,"REF:  hochwasser,     dürren und  waldbrände in nie gekanntem ausmaß    richteten europaweit verwüstungen  an.
HYP:  hochwassentüren und    wald brennt     in nie bekannten ausmassen richten   europaweit verwürstungen an.
TYPE: S               S      S    S          C  C   S         S         S         C          S             C"
SG,66.66666666666666,15.384615384615385,18.99589214128981,Mit welcher Unterstützung?, mit wellerer Unterstützung.,2,0,0,"REF:  mit welcher  unterstützung?
HYP:  mit wellerer unterstützung.
TYPE: C   S        S"
BL,66.66666666666666,38.46153846153847,13.888095170058955,Es wurde auch ihr erfolgreichstes Buch., Es ist auch ihr erfolgreichster Buch geworden.,3,0,1,"REF:  es wurde auch ihr *****           erfolgreichstes buch.
HYP:  es ist   auch ihr erfolgreichster buch            geworden.
TYPE: C  S     C    C   I               S               S"
LU,66.66666666666666,25.71428571428571,30.57690288450511,Losungen zum Ersten Mai und anderen Demonstrationen wurden vorgegeben., Die Lösungen für den 1. Mai und die anderen Demonstrationen wurden vorgegeben.,3,0,3,"REF:  ***** *****    losungen zum ersten mai und ***** anderen demonstrationen wurden vorgegeben.
HYP:  die   lösungen für      den 1.     mai und die   anderen demonstrationen wurden vorgegeben.
TYPE: I     I        S        S   S      C   C   I     C       C               C      C"
AG,66.66666666666666,30.303030303030305,17.242221289766626,Nach der Eroberung Jerusalems wurde er von Nebukadnezar abgesetzt., Nach der Eroberung von Jerusalem ist er von Nebuchadnezzar abgesetzt worden.,4,0,2,"REF:  nach der eroberung ***** jerusalems wurde er von *****          nebukadnezar abgesetzt.
HYP:  nach der eroberung von   jerusalem  ist   er von nebuchadnezzar abgesetzt    worden.
TYPE: C    C   C         I     S          S     C  C   I              S            S"
LU,66.66666666666666,17.02127659574468,22.089591134157878,Damenteam spielen in der Regionalliga Nord-Ost., Das Dame-Team spielt in der Regionalliga Nordost.,3,0,1,"REF:  ***** damenteam spielen in der regionalliga nord-ost.
HYP:  das   dame-team spielt  in der regionalliga nordost.
TYPE: I     S         S       C  C   C            S"
