dialect,wer,cer,reference,hypothesis,substitutions,deletions,insertions,alignment_viz
BE,63.63636363636363,23.711340206185564,Beispielsweise enthielten die ersten Duden-Auflagen nach der Reform den Eintrag „Sciencefiction“., Beispielsweise haben die ersten Dudenauflagen nach der Reform der Einträge Science Fiction enthalten.,5,0,2,"REF:  beispielsweise  enthielten  die  ersten  duden-auflagen  nach  der  reform  ***  ********  den      eintrag  „sciencefiction“.
HYP:  beispielsweise  haben       die  ersten  dudenauflagen   nach  der  reform  der  einträge  science  fiction  enthalten.       
TYPE: C               S           C    C       S               C     C    C       I    I         S        S        S                "
SG,63.63636363636363,12.941176470588237,"Seine Habilitation hatte das Thema ""Sprachkontakt und Sprachwandel im Alten Ägypten"".", In der Habilitation hat es das Thema Sprachkontakt und Sprachwandel im Malte Ägypten.,5,0,2,"REF:  **  seine  habilitation  ***  hatte  das  thema  ""sprachkontakt  und  sprachwandel  im  alten  ägypten"".
HYP:  in  der    habilitation  hat  es     das  thema  sprachkontakt   und  sprachwandel  im  malte  ägypten. 
TYPE: I   S      C             I    S      C    C      S               C    C             C   S      S        "
LU,63.63636363636363,23.0,Auf unseren Donnerstagssitzungen in Straßburg erörtern wir Menschenrechtsverletzungen in aller Welt., Aus unserer Donnerstagssitzung in Straßburg haben wir die Menschenrechtsverletzungen in aller Welt erörtert.,5,0,2,"REF:  auf  unseren  donnerstagssitzungen  in  straßburg  erörtern  wir  ***  menschenrechtsverletzungen  in  aller  ****  welt.    
HYP:  aus  unserer  donnerstagssitzung    in  straßburg  haben     wir  die  menschenrechtsverletzungen  in  aller  welt  erörtert.
TYPE: S    S        S                     C   C          S         C    I    C                           C   C      I     S        "
SG,63.63636363636363,55.55555555555556,"Cibulka begann mit Versen, und lange dominierte die Lyrik sein Schaffen.", Dschibulka hat mit Versen angefangen und lange hat die Lyrik sein Arbeiten dominiert.,5,0,2,"REF:  cibulka     begann  mit  ******  versen,     und  lange  dominierte  die  lyrik  sein  ********  schaffen. 
HYP:  dschibulka  hat     mit  versen  angefangen  und  lange  hat         die  lyrik  sein  arbeiten  dominiert.
TYPE: S           S       C    I       S           C    C      S           C    C      C     I         S         "
SG,62.5,34.04255319148936,Damit war die letzte Bindung an Erkrath gelöst., Damit ist die letzte Bindung an ein Grad gelöst worden.,3,0,2,"REF:  damit  war  die  letzte  bindung  an  ***  ****  erkrath  gelöst.
HYP:  damit  ist  die  letzte  bindung  an  ein  grad  gelöst   worden.
TYPE: C      S    C    C       C        C   I    I     S        S      "
BE,62.5,36.36363636363637,"Als dieser starb, übernahm Jacopo Capece dessen Stelle."," Als derjenige starb, nahm Jacopo Capece seine Stelle über.",4,0,1,"REF:  als  dieser     starb,  übernahm  jacopo  capece  *****  dessen  stelle.
HYP:  als  derjenige  starb,  nahm      jacopo  capece  seine  stelle  über.  
TYPE: C    S          C       S         C       C       I      S       S      "
AG,62.5,28.125,Dieser Interessengegensatz führte oft zur Erklärung einer Fehde., Der Interessensgegensatz hat oft zur Erklärung einer Feder geführt.,4,0,1,"REF:  dieser  interessengegensatz   führte  oft  zur  erklärung  einer  *****  fehde.  
HYP:  der     interessensgegensatz  hat     oft  zur  erklärung  einer  feder  geführt.
TYPE: S       S                     S       C    C    C          C      I      S       "
BE,62.5,32.0,Das Angebot von Edinburgh war besser und billiger., Das Angebot von Edwin Bra ist besser und billiger gewesen.,3,0,2,"REF:  das  angebot  von  *****  edinburgh  war  besser  und  ********  billiger.
HYP:  das  angebot  von  edwin  bra        ist  besser  und  billiger  gewesen. 
TYPE: C    C        C    I      S          S    C       C    I         S        "
ZG,62.5,51.28205128205128,Sie war nach Wenzels Tod Nonne in Prag., Sie war nach dem Tod von Wenzel noch nicht in Prag.,2,0,3,"REF:  sie  war  nach  wenzels  tod  ***  ******  ****  nonne  in  prag.
HYP:  sie  war  nach  dem      tod  von  wenzel  noch  nicht  in  prag.
TYPE: C    C    C     S        C    I    I       I     S      C   C    "
AG,62.5,21.568627450980394,Diese wachsen zunächst als Säume ins offene Wasser., Sie wachsen zunächst das Sommer in das offene Wasser.,4,0,1,"REF:  diese  wachsen  zunächst  ***  als     säume  ins  offene  wasser.
HYP:  sie    wachsen  zunächst  das  sommer  in     das  offene  wasser.
TYPE: S      C        C         I    S       S      S    C       C      "
BE,62.5,35.8974358974359,Sie malten im Atelier und in der Natur., Sie haben im Atelier unter der Natur gemalt.,5,0,0,"REF:  sie  malten  im  atelier  und    in   der    natur. 
HYP:  sie  haben   im  atelier  unter  der  natur  gemalt.
TYPE: C    S       C   C        S      S    S      S      "
BE,62.5,25.53191489361702,Im Film hieß dieses Haus „Gasthof ‚Zur Sonne‘“., Im Film heisst das Haus «Gasthof zur Sonne».,5,0,0,"REF:  im  film  hieß    dieses  haus  „gasthof  ‚zur  sonne‘“.
HYP:  im  film  heisst  das     haus  «gasthof  zur   sonne». 
TYPE: C   C     S       S       C     S         S     S       "
BE,62.5,36.986301369863014,Rückenprobleme verhinderten eine längerfristige Arbeit in diesem Bereich., Rückenprobleme haben ja langfristige Arbeit in diesem Bereich verhindert.,4,0,1,"REF:  rückenprobleme  verhinderten  eine  längerfristige  arbeit  in  diesem  *******  bereich.   
HYP:  rückenprobleme  haben         ja    langfristige    arbeit  in  diesem  bereich  verhindert.
TYPE: C               S             S     S               C       C   C       I        S          "
BE,61.53846153846154,17.441860465116278,"Silbe, den ersten Versen dieses Typs, die in der französischen Literatur bekannt sind."," Silbe, der erste Vers von dem Typ, der in der französischen Literatur bekannt ist.",7,0,1,"REF:  silbe,  ***  den    ersten  versen  dieses  typs,  die  in  der  französischen  literatur  bekannt  sind.
HYP:  silbe,  der  erste  vers    von     dem     typ,   der  in  der  französischen  literatur  bekannt  ist. 
TYPE: C       I    S      S       S       S       S      S    C   C    C              C          C        S    "
ZG,61.53846153846154,28.30188679245283,Die kommunistische Geheimpolizei durchsuchte sein Elternhaus und seine Eltern wurden zu Verhören abgeholt., Der kommunistische Geheimdienst untersucht sein Elternhaus und seine Eltern sind zum Verhör abgeholt worden.,7,0,1,"REF:  die  kommunistische  geheimpolizei  durchsuchte  sein  elternhaus  und  seine  eltern  ****  wurden  zu      verhören  abgeholt.
HYP:  der  kommunistische  geheimdienst   untersucht   sein  elternhaus  und  seine  eltern  sind  zum     verhör  abgeholt  worden.  
TYPE: S    C               S              S            C     C           C    C      C       I     S       S       S         S        "
SG,61.53846153846154,35.0,"Die Transplantation umfasste die Haut von Nase, Mund, Kinn und Teile der Wangen."," Die Transplantation umfasst die Haut von der Nase, den Mund, den Fingern und einen Teil der Backe.",4,0,4,"REF:  die  transplantation  umfasste  die  haut  von  ***  nase,  ***  mund,  ***  kinn     und  *****  teile  der  wangen.
HYP:  die  transplantation  umfasst   die  haut  von  der  nase,  den  mund,  den  fingern  und  einen  teil   der  backe. 
TYPE: C    C                S         C    C     C    I    C      I    C      I    S        C    I      S      C    S      "
