dialect,wer,cer,bleu,reference,hypothesis,substitutions,deletions,insertions,alignment_viz
AG,66.66666666666666,23.076923076923077,17.491650626361256,Beheimatet sind die Musiker in Göteborg., Beheimatet sind Musikerin Goethe Borg.,3,1,0,"REF:  beheimatet sind die       musiker in   göteborg
HYP:  beheimatet sind musikerin goethe  borg *****
TYPE: C          C    S         S       S    D"
SG,66.66666666666666,57.14285714285714,14.535768424205482,Der Bau wurde am Campanile begonnen., Der Bau ist am Kampanilehr angefangen worden.,3,0,1,"REF:  der bau wurde am *****       campanile  begonnen
HYP:  der bau ist   am kampanilehr angefangen worden
TYPE: C   C   S     C  I           S          S"
ZG,66.66666666666666,22.727272727272727,13.134549472120788,Dort gehörte er zur ursprünglichen Macintosh-Entwicklungsmannschaft., Dort hat er zu der ursprünglichen Macintosh-Entwicklungsmannschaft gehört.,2,0,2,"REF:  dort gehörte er ***** zur ursprünglichen macintoshentwicklungsmannschaft *****
HYP:  dort hat     er zu    der ursprünglichen macintoshentwicklungsmannschaft gehört
TYPE: C    S       C  I     S   C              C                               I"
BL,66.66666666666666,26.47058823529412,24.808415001701817,Wie anderswo waren auch hier zunächst nur Männer teilnahmeberechtigt.," Wie auch anders war, sind auch hier zunächst nur Wendeteilnahmen berechtigt.",4,0,2,"REF:  wie ***** *****  anderswo waren auch hier zunächst nur männer          teilnahmeberechtigt
HYP:  wie auch  anders war      sind  auch hier zunächst nur wendeteilnahmen berechtigt
TYPE: C   I     I      S        S     C    C    C        C   S               S"
BE,66.66666666666666,38.57142857142858,9.425159511373677,"Was gegenwärtig in Ägypten geschieht, ist daher vollkommen inakzeptabel."," Was momentan in Ägypten passiert, ist von dem her völlig inakzeptabel.",4,0,2,"REF:  was gegenwärtig in ägypten geschieht ist ***** ***** daher vollkommen inakzeptabel
HYP:  was momentan    in ägypten passiert  ist von   dem   her   völlig     inakzeptabel
TYPE: C   S           C  C       S         C   I     I     S     S          C"
ZH,66.66666666666666,28.915662650602407,17.747405280050266,Besonders hervorgehobene Speisen eines Landes werden als Nationalgericht bezeichnet., Besonderes Essen von einem Land wird als Nationalgericht bezeichnet.,6,0,0,"REF:  besonders  hervorgehobene speisen eines landes werden als nationalgericht bezeichnet
HYP:  besonderes essen          von     einem land   wird   als nationalgericht bezeichnet
TYPE: S          S              S       S     S      S      C   C               C"
SO,66.66666666666666,32.53012048192771,15.537125692760354,"Pfostenlöcher am Südtor lassen annehmen, dass er mit einer Holzbrücke überspannt war."," Aufgrund der Pfostenlöcher am Südtor kann man annehmen, dass dort ein Holzbrück überspannt war.",4,1,3,"REF:  *****    ***** pfostenlöcher am südtor ***** lassen annehmen dass er   mit einer     holzbrücke überspannt war
HYP:  aufgrund der   pfostenlöcher am südtor kann  man    annehmen dass dort ein holzbrück *****      überspannt war
TYPE: I        I     C             C  C      I     S      C        C    S    S   S         D          C          C"
AG,66.66666666666666,35.82089552238806,23.356898886410015,Die Ortschaft ist von Peine durch weitläufige Agrarflächen getrennt., Die Ortschaft ist durch weitläufige Agrarlichen von Bern geträumt.,6,0,0,"REF:  die ortschaft ist von   peine       durch       weitläufige agrarflächen getrennt
HYP:  die ortschaft ist durch weitläufige agrarlichen von         bern         geträumt
TYPE: C   C         C   S     S           S           S           S            S"
BE,64.28571428571429,33.65384615384615,12.12428055266944,Dabei blieb die Burg Lichtenberg zwischen dem älteren und dem mittleren Familienzweig gemeinsamer Besitz., Dabei ist Burg Lichtenberg zwischen Eltern und Mittlerfamilien zwei gemeinsame Besitzer geblieben.,7,2,0,"REF:  dabei blieb die   burg lichtenberg zwischen dem    älteren und dem             mittleren familienzweig gemeinsamer besitz
HYP:  dabei ist   ***** burg lichtenberg zwischen eltern *****   und mittlerfamilien zwei      gemeinsame    besitzer    geblieben
TYPE: C     S     D     C    C           C        S      D       C   S               S         S             S           S"
BE,64.28571428571429,47.19101123595505,13.834368456410951,"Diese wurden bereits in Technicolor gefilmt, als selbst die Serie noch in Schwarz-Weiß lief."," Die sind schon in Technicolor gefilmt worden, wo die Serie selbst noch in schwarz-weiss gelaufen ist.",7,0,2,"REF:  diese wurden bereits in technicolor gefilmt als    selbst die serie *****  noch in *****        schwarzweiß lief
HYP:  die   sind   schon   in technicolor gefilmt worden wo     die serie selbst noch in schwarzweiss gelaufen    ist
TYPE: S     S      S       C  C           C       S      S      C   C     I      C    C  I            S           S"
VS,64.28571428571429,32.25806451612903,7.209140348761813,"Vom Bahnhof Calatafimi, der außerhalb des Ortes liegt, gibt es eine Bahnverbindung nach Trapani.", Vom Bauernhof Calatafimi über dem Ort geht es in Bauernverbindung nach Trapani,7,2,0,"REF:  vom bahnhof   calatafimi der  außerhalb des ortes liegt gibt  es eine bahnverbindung   nach trapani
HYP:  vom bauernhof calatafimi über dem       ort geht  ***** ***** es in   bauernverbindung nach trapani
TYPE: C   S         C          S    S         S   S     D     D     C  S    S                C    C"
TG,63.63636363636363,27.160493827160494,9.600960275119885,Die Positionsbestimmung konnte daher nur mit Hilfe eines Space Sextanten erfolgen., Die Positionsbestimmung hat nur mithilfe eines Space-Extante erfolgen können.,5,2,0,"REF:  die positionsbestimmung konnte daher nur mit      hilfe eines space        sextanten erfolgen
HYP:  die positionsbestimmung hat    ***** nur mithilfe ***** eines spaceextante erfolgen  können
TYPE: C   C                   S      D     C   S        D     C     S            S         S"
BE,63.63636363636363,27.27272727272727,15.851165692617148,Dieser kann über einen stählernen Steg und ebensolche Treppen erreicht werden., Da kann über eine steile Strecke oder eben solche Treppen erreicht werden.,6,0,1,"REF:  dieser kann über ***** einen  stählernen steg und  ebensolche treppen erreicht werden
HYP:  da     kann über eine  steile strecke    oder eben solche     treppen erreicht werden
TYPE: S      C    C    I     S      S          S    S    S          C       C        C"
SO,62.5,34.78260869565217,36.72056269893591,"Zunächst wurden gemietete Geschäftsräume in Berlin-Mitte, Potsdamer Str.", Zuerst wurden gemietete Geschäftsräume in Berlin-Mitte an der Potsdamer Strasse gemietet.,2,0,3,"REF:  zunächst wurden gemietete geschäftsräume in berlinmitte ***** ***** potsdamer *****   str
HYP:  zuerst   wurden gemietete geschäftsräume in berlinmitte an    der   potsdamer strasse gemietet
TYPE: S        C      C         C              C  C           I     I     C         I       S"
BE,62.5,26.08695652173913,12.22307556087252,Im Film hieß dieses Haus „Gasthof ‚Zur Sonne‘“., Im Film heisst das Haus Gasthof zur Sonne.,5,0,0,"REF:  im film hieß   dieses haus „gasthof ‚zur sonne‘“
HYP:  im film heisst das    haus gasthof  zur  sonne
TYPE: C  C    S      S      C    S        S    S"
ZG,62.5,53.2258064516129,13.540372457315735,Seitdem absolvierte das Atom-U-Boot bis heute mehrere Testreihen., Seitdem hat das Atommobot mehrere Testreihen absolviert.,2,2,1,"REF:  seitdem absolvierte das atomuboot bis   heute mehrere testreihen *****
HYP:  seitdem hat         das atommobot ***** ***** mehrere testreihen absolviert
TYPE: C       S           C   S         D     D     C       C          I"
BE,61.53846153846154,25.301204819277107,28.917849332325716,"Silbe, den ersten Versen dieses Typs, die in der französischen Literatur bekannt sind."," Der erste Vers von dem Typ, der in der französischen Literatur bekannt ist.",8,0,0,"REF:  silbe den   ersten versen dieses typs die in der französischen literatur bekannt sind
HYP:  der   erste vers   von    dem    typ  der in der französischen literatur bekannt ist
TYPE: S     S     S      S      S      S    S   C  C   C             C         C       S"
AG,61.53846153846154,20.33898305084746,19.56475149792291,Die Restaurierungsarbeiten in den letzten Jahren legten größtenteils die spätmittelalterliche Zweitfassung wieder frei.," Die Restaurierungsappen, die in den letzten Jahren lecker gerüstet sind, teilen die spätmittelalterlichen Zweitfassungen wieder frei.",5,0,3,"REF:  die *****               restaurierungsarbeiten in den letzten jahren *****  *****    legten größtenteils die spätmittelalterliche  zweitfassung   wieder frei
HYP:  die restaurierungsappen die                    in den letzten jahren lecker gerüstet sind   teilen       die spätmittelalterlichen zweitfassungen wieder frei
TYPE: C   I                   S                      C  C   C       C      I      I        S      S            C   S                     S              C      C"
