dialect,wer,cer,bleu,reference,hypothesis,substitutions,deletions,insertions,alignment_viz
ZG,50.0,9.67741935483871,31.947155212313625,Umwege erhöhen die Ortskenntnis.,Umweg erhöht die Ortskenntnis.,2,0,0,"REF:  umwege erhöhen die ortskenntnis
HYP:  umweg  erhöht  die ortskenntnis
TYPE: S      S       C   C"
ZH,50.0,36.7816091954023,24.601372576927545,"Leider hatte ich keine Genehmigung, um diese Sachlage mit eigenen Augen prüfen zu können.","Ich habe leider keine Genehmigung gehabt, um die Sachlage mit eigenen Augen zu prüfen.",5,1,1,"REF:  leider hatte ich    keine genehmigung *****  um diese sachlage mit eigenen augen prüfen zu können
HYP:  ich    habe  leider keine genehmigung gehabt um die   sachlage mit eigenen augen *****  zu prüfen
TYPE: S      S     S      C     C           I      C  S     C        C   C       C     D      C  S"
AG,50.0,20.0,31.55984539112946,Diese wachsen zunächst als Säume ins offene Wasser.,Sie wachsen zunächst als Säume in das offene Wachsein.,3,0,1,"REF:  diese wachsen zunächst als säume ***** ins offene wasser
HYP:  sie   wachsen zunächst als säume in    das offene wachsein
TYPE: S     C       C        C   C     I     S   C      S"
ZG,50.0,16.923076923076923,11.99014838091355,Von anderen Seiten werden noch niedrigere Wachstumsraten erwartet.,Von der anderen Seite werden noch tiefere Wachstumsrate erwartet.,3,0,1,"REF:  von ***** anderen seiten werden noch niedrigere wachstumsraten erwartet
HYP:  von der   anderen seite  werden noch tiefere    wachstumsrate  erwartet
TYPE: C   I     C       S      C      C    S          S              C"
SG,50.0,19.26605504587156,28.039501199940027,"Ältere Zweige verkahlen, werden gelblich-grau und bilden Lentizellen aus, die eine gelblich-braune Farbe besitzen.","Eltern in Zweig verkahlen, sie werden gelb-grau und bilden Lenticellen aus, die eine gelblich-braune Farbe haben.",5,0,2,"REF:  *****  ältere zweige verkahlen ***** werden gelblichgrau und bilden lentizellen aus die eine gelblichbraune farbe besitzen
HYP:  eltern in     zweig  verkahlen sie   werden gelbgrau     und bilden lenticellen aus die eine gelblichbraune farbe haben
TYPE: I      S      S      C         I     C      S            C   C      S           C   C   C    C              C     S"
BE,50.0,38.55421686746988,14.247788801610149,"Chick lädt seinen Freund ein, mit ihm und anderen Kameraden eine Show zu inszenieren.","Chick ladet seinen Kollegen ein, um mit ihm und den anderen Kollegen eine Show darzustellen.",4,1,2,"REF:  chick lädt  seinen freund   ein ***** mit ihm und ***** anderen kameraden eine show zu           inszenieren
HYP:  chick ladet seinen kollegen ein um    mit ihm und den   anderen kollegen  eine show darzustellen *****
TYPE: C     S     C      S        C   I     C   C   C   I     C       S         C    C    S            D"
AG,50.0,29.166666666666668,28.24099048856542,Estland hat den Übergang zu einem kapitalgedeckten Altersversorgungssystem erfolgreich vollzogen.,Esttlern vollzog den Übergang zu einem kapitaldeckenden Altenversorgungssystem erfolgreich.,4,1,0,"REF:  estland  hat     den übergang zu einem kapitalgedeckten altersversorgungssystem erfolgreich vollzogen
HYP:  esttlern vollzog den übergang zu einem kapitaldeckenden altenversorgungssystem  erfolgreich *****
TYPE: S        S       C   C        C  C     S                S                       C           D"
SO,50.0,59.375,42.341975792369325,"Wir begrüßen Ihre Absicht, Herr Ratspräsident, für Gent und Laeken.","Herr Ratspräsident, wir begrüßen Ihre Absicht für Gent und Leyken.",1,2,2,"REF:  ***** *****         wir begrüßen ihre absicht herr  ratspräsident für gent und laeken
HYP:  herr  ratspräsident wir begrüßen ihre absicht ***** *****         für gent und leyken
TYPE: I     I             C   C        C    C       D     D             C   C    C   S"
SG,50.0,10.0,18.99589214128981,Eine betrifft die Außenpolitik.,Einer betrifft den Außenpolitik.,2,0,0,"REF:  eine  betrifft die außenpolitik
HYP:  einer betrifft den außenpolitik
TYPE: S     C        S   C"
AG,50.0,19.736842105263158,33.66077357806371,Zum ersten Mal sind bestimmter und unbestimmter Artikel in einem Text belegt.,Zunächst wurden bestimmte und unbestimmte Artikel in einem Text belegt.,4,2,0,"REF:  zum      ersten mal       sind  bestimmter und unbestimmter artikel in einem text belegt
HYP:  zunächst wurden bestimmte ***** *****      und unbestimmte  artikel in einem text belegt
TYPE: S        S      S         D     D          C   S            C       C  C     C    C"
SG,50.0,26.47058823529412,23.356898886410015,Außerdem werden Benefiz-Veranstaltungen durchgeführt oder unterstützt.,Zusätzlich werden die Benefizveranstaltungen durchgeführt oder auch unterstützt.,1,0,2,"REF:  außerdem   werden ***** benefizveranstaltungen durchgeführt oder ***** unterstützt
HYP:  zusätzlich werden die   benefizveranstaltungen durchgeführt oder auch  unterstützt
TYPE: S          C      I     C                      C            C    I     C"
BE,46.15384615384615,14.414414414414415,15.718877363021207,"Für Interpretationen muss die erforderliche, unbewusste Bestätigung vom Patienten eingeholt werden als Reflexion.","Für die Interpretationen muss eine erfolgreiche, unbewusste Bestätigung von Patienten eingeholt werden aus der Reflexion.",4,0,2,"REF:  für ***** interpretationen muss die  erforderliche unbewusste bestätigung vom patienten eingeholt werden ***** als reflexion
HYP:  für die   interpretationen muss eine erfolgreiche  unbewusste bestätigung von patienten eingeholt werden aus   der reflexion
TYPE: C   I     C                C    S    S             C          C           S   C         C         C      I     S   C"
AG,46.15384615384615,12.222222222222221,27.968424579665367,Sie dient zusammen mit der Talsperre Stanovice dem Hochwasserschutz der Stadt Karlovy Vary.,Sie dient zusammen mit den Talsperren Stanovis am Hochwasserschutz der Stadt Carlo Vivari.,6,0,0,"REF:  sie dient zusammen mit der talsperre  stanovice dem hochwasserschutz der stadt karlovy vary
HYP:  sie dient zusammen mit den talsperren stanovis  am  hochwasserschutz der stadt carlo   vivari
TYPE: C   C     C        C   S   S          S         S   C                C   C     S       S"
ZG,46.15384615384615,17.142857142857142,31.455601883230702,Die kommunistische Geheimpolizei durchsuchte sein Elternhaus und seine Eltern wurden zu Verhören abgeholt.,Der kommunistische Geheimdienst ersucht sein Elternhaus und seine Eltern werden zum Verhör abgeholt.,6,0,0,"REF:  die kommunistische geheimpolizei durchsuchte sein elternhaus und seine eltern wurden zu  verhören abgeholt
HYP:  der kommunistische geheimdienst  ersucht     sein elternhaus und seine eltern werden zum verhör   abgeholt
TYPE: S   C              S             S           C    C          C   C     C      S      S   S        C"
BE,46.15384615384615,49.39759036144578,53.11878904526514,Ein Problem stellte im Fall einer Belagerung nur die Versorgung mit Trinkwasser dar.,Im Fall einer Belagerung darstellte nur die Versorgung mit Trinkwasser ein Problem.,1,3,2,"REF:  ein   problem stellte im fall einer belagerung *****      nur die versorgung mit trinkwasser ***** dar
HYP:  ***** *****   *****   im fall einer belagerung darstellte nur die versorgung mit trinkwasser ein   problem
TYPE: D     D       D       C  C    C     C          I          C   C   C          C   C           I     S"
